EmployeeID,HireDate,TerminationDate,Department,JobRole,EmploymentType,Gender,AgeGroup,Education,JobSatisfaction,Performance,WorkLifeBalance,Salary
E02421,2023-04-11,,IT,Manager,Full-time,Female,Below 20,Bachelor,Medium,Good,Good,138000.0
E202500321,2025-06-15,,IT,IT Analyst,Full-time,Female,50-60,Below College,Very High,Good,Bad,144720.3615780043
E02483,2023-06-07,,IT,IT Analyst,Contractor,Other,Below 20,College,Very High,Good,Better,98000.0
E04192,2024-04-30,,IT,IT Analyst,Full-time,Male,50-60,Doctor,High,Good,Best,119000.0
E04648,2024-04-20,,IT,Finance Director,Contractor,Female,60+,Doctor,High,Outstanding,Better,78000.0
E02890,2023-05-11,,IT,HR Specialist,Full-time,Male,40-50,Below College,High,Low,Better,145000.0
E00516,2020-08-24,,IT,IT Analyst,Contractor,Female,50-60,Below College,Very High,Low,Good,93000.0
E01441,2022-06-28,,IT,Research Scientist,Contractor,Other,Below 20,Below College,Low,Excellent,Better,130000.0
E202500169,2025-08-02,,IT,Research Scientist,Contractor,Female,20-30,College,High,Outstanding,Bad,93827.92068424674
E02445,2023-11-22,,IT,Sales Executive,Contractor,Female,40-50,Master,Low,Low,Better,85000.0
E02626,2023-02-24,,IT,Manager,Contractor,Other,Below 20,Doctor,Medium,Excellent,Bad,110000.0
E03500,2023-07-04,,IT,IT Analyst,Contractor,Male,30-40,College,Very High,Good,Best,106000.0
E00688,2021-04-16,,IT,Research Scientist,Full-time,Female,60+,College,Very High,Good,Good,120000.0
E01205,2021-02-23,,IT,Sales Executive,Full-time,Male,60+,Doctor,Medium,Outstanding,Good,118000.0
E01404,2022-10-05,,IT,Finance Director,Contractor,Male,Below 20,Below College,Medium,Low,Good,121000.0
E02700,2023-06-03,2025-12-09,IT,Sales Executive,Full-time,Male,50-60,College,Low,Outstanding,Bad,100000.0
E04296,2024-08-21,,IT,IT Analyst,Contractor,Female,60+,Doctor,Low,Excellent,Better,128000.0
E04373,2024-07-01,,IT,Manager,Full-time,Female,20-30,Doctor,Medium,Outstanding,Best,122000.0
E03205,2023-02-09,,IT,Research Scientist,Full-time,Male,60+,Doctor,Very High,Outstanding,Best,134000.0
E03956,2024-06-17,,IT,Research Scientist,Full-time,Male,20-30,Master,Low,Excellent,Good,120000.0
E00121,2020-07-21,,IT,HR Specialist,Full-time,Male,20-30,Below College,Low,Good,Good,130000.0
E02326,2022-06-12,,IT,Manager,Full-time,Other,50-60,College,Low,Low,Bad,106000.0
E04046,2024-01-09,,IT,Manager,Full-time,Female,Below 20,Master,High,Low,Better,79000.0
E00903,2021-02-03,2025-04-25,IT,Manager,Contractor,Female,60+,Master,Low,Excellent,Best,150000.0
E04358,2024-05-11,,IT,Finance Director,Contractor,Male,50-60,Master,High,Good,Better,112000.0
E00124,2020-08-28,,IT,IT Analyst,Contractor,Female,30-40,Doctor,Low,Excellent,Best,94000.0
E04916,2024-12-12,,IT,IT Analyst,Contractor,Male,50-60,Doctor,Very High,Good,Bad,115000.0
E01739,2022-02-27,,IT,Finance Director,Full-time,Female,20-30,Master,Low,Low,Good,75000.0
E01256,2021-03-27,2022-09-27,IT,IT Analyst,Full-time,Female,40-50,College,Low,Excellent,Best,126000.0
E00950,2021-03-19,,IT,IT Analyst,Contractor,Male,40-50,College,High,Low,Bad,104000.0
E01920,2022-03-17,,IT,Finance Director,Contractor,Female,20-30,Master,Medium,Low,Good,71000.0
E01068,2021-03-02,2023-07-15,IT,Manager,Full-time,Female,30-40,College,High,Low,Better,100000.0
E00277,2020-02-13,,IT,Sales Executive,Full-time,Male,Below 20,Doctor,Low,Outstanding,Better,110000.0
E03184,2023-09-02,,IT,Finance Director,Full-time,Female,20-30,Bachelor,High,Outstanding,Better,129000.0
E01538,2022-06-16,,IT,Manager,Full-time,Male,50-60,Master,High,Excellent,Better,117000.0
E03876,2024-10-26,2025-10-20,IT,Sales Executive,Full-time,Female,60+,Master,Low,Low,Better,135000.0
E00902,2021-10-01,,IT,Finance Director,Contractor,Female,60+,Below College,Very High,Outstanding,Better,107000.0
E01267,2021-12-02,,IT,IT Analyst,Contractor,Female,Below 20,Below College,Low,Outstanding,Good,125000.0
E02480,2023-12-23,,IT,IT Analyst,Full-time,Male,30-40,Doctor,High,Excellent,Better,135000.0
E03600,2023-03-25,,IT,Finance Director,Contractor,Male,40-50,College,Medium,Excellent,Bad,113000.0
E04488,2024-01-12,,IT,IT Analyst,Contractor,Female,Below 20,Below College,Low,Good,Better,100000.0
E04717,2024-04-17,,IT,Manager,Contractor,Male,Below 20,Below College,Low,Good,Bad,133000.0
E202500212,2025-10-30,,IT,Sales Executive,Contractor,Female,30-40,College,Medium,Good,Good,161494.59702390924
E02419,2023-02-10,,IT,Finance Director,Full-time,Female,20-30,Master,Medium,Excellent,Best,129000.0
E03576,2023-06-11,2025-08-16,IT,Sales Executive,Full-time,Female,60+,College,Very High,Low,Good,71000.0
E00183,2020-11-26,2021-07-27,IT,HR Specialist,Contractor,Male,20-30,Master,Medium,Low,Best,122000.0
E01412,2022-08-06,,IT,Finance Director,Full-time,Female,60+,Bachelor,High,Outstanding,Better,139000.0
E00449,2020-02-02,,IT,Manager,Contractor,Female,50-60,Master,Medium,Excellent,Good,113000.0
E00615,2021-07-12,,IT,HR Specialist,Full-time,Male,60+,Bachelor,Very High,Outstanding,Better,73000.0
E04892,2024-07-14,,IT,Sales Executive,Full-time,Female,40-50,Master,Low,Good,Best,86000.0
E04640,2024-06-24,2025-10-13,IT,Finance Director,Contractor,Male,60+,College,High,Good,Good,85000.0
E02308,2022-09-19,,IT,HR Specialist,Full-time,Male,50-60,College,High,Low,Bad,104000.0
E01094,2021-12-09,,IT,HR Specialist,Contractor,Male,20-30,College,High,Excellent,Bad,117000.0
E02735,2023-12-01,2025-06-27,IT,Finance Director,Contractor,Other,30-40,Doctor,High,Good,Better,104000.0
E01616,2022-09-17,,IT,Finance Director,Full-time,Male,30-40,Doctor,High,Excellent,Bad,95000.0
E202500331,2025-12-01,,IT,IT Analyst,Full-time,Male,Below 20,College,Medium,Good,Best,94499.04424498674
E01720,2022-08-09,,IT,IT Analyst,Contractor,Female,60+,Bachelor,Very High,Excellent,Bad,86000.0
E01044,2021-05-14,,IT,Sales Executive,Contractor,Male,30-40,Below College,High,Outstanding,Best,91000.0
E00803,2021-11-10,,IT,Manager,Contractor,Male,60+,Master,High,Good,Better,98000.0
E02546,2023-02-15,,IT,Manager,Full-time,Male,20-30,Doctor,High,Outstanding,Best,101000.0
E01875,2022-10-14,,IT,Research Scientist,Contractor,Male,20-30,College,Low,Excellent,Bad,144000.0
E202500312,2025-08-26,,IT,Finance Director,Full-time,Female,30-40,Master,Medium,Outstanding,Good,112998.27593364
E01324,2021-05-08,2022-07-03,IT,Finance Director,Full-time,Female,20-30,Bachelor,High,Outstanding,Better,132000.0
E00426,2020-05-29,,IT,Manager,Full-time,Male,40-50,College,Very High,Outstanding,Better,118000.0
E04642,2024-07-08,,IT,Sales Executive,Contractor,Female,40-50,College,High,Excellent,Best,149000.0
E03880,2024-07-12,,IT,Manager,Contractor,Female,50-60,Master,High,Outstanding,Better,105000.0
E04299,2024-07-29,,IT,HR Specialist,Full-time,Female,60+,Master,Very High,Outstanding,Bad,148000.0
E04971,2024-03-01,,IT,Sales Executive,Full-time,Male,60+,Below College,Very High,Good,Bad,121000.0
E02989,2023-07-31,,IT,HR Specialist,Contractor,Male,20-30,Bachelor,Low,Low,Bad,93000.0
E202500146,2025-05-23,,IT,Finance Director,Contractor,Female,Below 20,Master,High,Low,Better,90652.21988882836
E00893,2021-09-15,2022-09-17,IT,Manager,Full-time,Male,50-60,Below College,High,Good,Better,72000.0
E04382,2024-10-01,,IT,Manager,Contractor,Female,Below 20,Master,Medium,Outstanding,Best,80000.0
E04986,2024-02-09,,IT,Manager,Full-time,Female,30-40,Bachelor,High,Outstanding,Best,91000.0
E01210,2021-03-24,,IT,Research Scientist,Contractor,Other,20-30,Below College,Very High,Low,Good,90000.0
E01406,2022-02-17,2025-10-12,IT,HR Specialist,Full-time,Male,60+,Below College,Low,Low,Better,101000.0
E01928,2022-10-21,,IT,Finance Director,Contractor,Male,60+,College,Low,Low,Good,95000.0
E02903,2023-08-27,2025-10-17,IT,HR Specialist,Full-time,Female,60+,College,Very High,Outstanding,Bad,146000.0
E03570,2023-01-11,2025-08-15,IT,IT Analyst,Full-time,Male,Below 20,Bachelor,Very High,Low,Better,143000.0
E01010,2021-07-22,2023-04-04,IT,Sales Executive,Full-time,Male,60+,Doctor,Low,Low,Good,99000.0
E01757,2022-08-08,,IT,Finance Director,Full-time,Other,30-40,Master,High,Low,Bad,91000.0
E04021,2024-01-18,,IT,IT Analyst,Contractor,Female,20-30,Bachelor,High,Good,Bad,101000.0
E00655,2021-02-27,,IT,Finance Director,Full-time,Female,Below 20,Bachelor,High,Good,Better,139000.0
E02523,2023-10-29,,IT,Finance Director,Contractor,Female,20-30,Doctor,Low,Good,Good,130000.0
E02988,2023-03-18,,IT,HR Specialist,Full-time,Male,20-30,Below College,Medium,Low,Good,143000.0
E00216,2020-10-09,,IT,Sales Executive,Contractor,Female,Below 20,Master,Very High,Excellent,Bad,121000.0
E04354,2024-03-22,,IT,Sales Executive,Contractor,Other,50-60,Doctor,Very High,Low,Bad,109000.0
E04198,2024-12-15,,IT,Finance Director,Full-time,Female,20-30,Doctor,Low,Excellent,Best,125000.0
E01467,2022-07-30,2025-10-08,IT,Research Scientist,Contractor,Other,20-30,Below College,High,Good,Better,139000.0
E02880,2023-11-04,,IT,Manager,Contractor,Female,20-30,Doctor,High,Good,Good,137000.0
E00204,2020-05-10,2020-12-17,IT,IT Analyst,Contractor,Male,50-60,Bachelor,Low,Excellent,Best,144000.0
E03778,2024-12-27,,IT,Sales Executive,Contractor,Male,40-50,Bachelor,Very High,Excellent,Best,102000.0
E02998,2023-10-11,,IT,Manager,Contractor,Female,Below 20,College,Very High,Outstanding,Best,85000.0
E00432,2020-07-30,,IT,Finance Director,Contractor,Male,30-40,College,Very High,Low,Best,94000.0
E02600,2023-03-02,2023-08-13,IT,Research Scientist,Full-time,Female,40-50,College,Very High,Excellent,Good,109000.0
E02242,2022-10-09,2024-10-11,IT,Finance Director,Contractor,Female,Below 20,Master,Low,Good,Good,88000.0
E02261,2022-02-14,,IT,HR Specialist,Full-time,Male,40-50,College,Low,Excellent,Best,101000.0
E03663,2024-12-08,,IT,HR Specialist,Contractor,Female,50-60,Below College,Low,Low,Good,148000.0
E04431,2024-03-03,2025-11-08,IT,IT Analyst,Contractor,Male,30-40,Master,Low,Excellent,Good,137000.0
E04644,2024-11-27,,Marketing,IT Analyst,Contractor,Female,40-50,Doctor,Medium,Outstanding,Good,93000.0
E202500268,2025-05-06,,Marketing,Manager,Full-time,Male,50-60,College,Low,Good,Bad,94773.8038652681
E01904,2022-04-11,2025-10-12,Marketing,Finance Director,Contractor,Female,30-40,Master,Very High,Excellent,Bad,80000.0
E04919,2024-01-01,,Marketing,IT Analyst,Full-time,Male,Below 20,College,High,Good,Better,94000.0
E03148,2023-03-26,,Marketing,HR Specialist,Contractor,Male,40-50,Master,Very High,Excellent,Bad,54000.0
E01577,2022-11-24,,Marketing,IT Analyst,Contractor,Female,30-40,Master,High,Excellent,Good,73000.0
E04142,2024-07-23,,Marketing,Research Scientist,Contractor,Female,Below 20,Below College,Medium,Good,Better,85000.0
E04686,2024-11-17,2025-01-08,Marketing,Research Scientist,Contractor,Female,40-50,Bachelor,Medium,Outstanding,Best,99000.0
E202500338,2025-07-17,,Marketing,Research Scientist,Contractor,Male,50-60,Master,Medium,Good,Bad,110405.89141168472
E02370,2022-06-07,,Marketing,Sales Executive,Full-time,Male,Below 20,Below College,Medium,Excellent,Good,48000.0
E00135,2020-08-17,2022-02-17,Marketing,Manager,Contractor,Other,30-40,Doctor,Very High,Outstanding,Good,65000.0
E01816,2022-09-03,2024-08-05,Marketing,Sales Executive,Full-time,Other,60+,Master,High,Outstanding,Good,79000.0
E202500335,2025-11-20,,Marketing,Manager,Contractor,Other,20-30,Doctor,Low,Outstanding,Better,83038.1105848922
E03464,2023-08-15,,Marketing,Finance Director,Contractor,Male,40-50,Below College,Very High,Excellent,Best,62000.0
E02227,2022-04-29,,Marketing,Finance Director,Full-time,Female,60+,Bachelor,Very High,Outstanding,Good,99000.0
E04759,2024-01-01,,Marketing,Manager,Contractor,Female,60+,College,High,Excellent,Better,83000.0
E00990,2021-08-31,,Marketing,Research Scientist,Contractor,Male,Below 20,Master,Very High,Outstanding,Bad,68000.0
E00379,2020-02-07,,Marketing,Finance Director,Contractor,Male,60+,Doctor,Very High,Excellent,Good,49000.0
E02522,2023-03-12,,Marketing,Finance Director,Contractor,Female,60+,Bachelor,Very High,Low,Good,46000.0
E01032,2021-09-18,,Marketing,Finance Director,Contractor,Male,Below 20,Master,Low,Excellent,Better,47000.0
E02641,2023-05-20,,Marketing,HR Specialist,Contractor,Female,60+,College,Very High,Outstanding,Best,65000.0
E202500307,2025-05-30,,Marketing,HR Specialist,Full-time,Male,40-50,Master,High,Outstanding,Bad,88528.71063691567
E03059,2023-01-28,,Marketing,Sales Executive,Contractor,Female,20-30,Doctor,Very High,Outstanding,Better,55000.0
E202500093,2025-11-29,,Marketing,Sales Executive,Full-time,Male,60+,Doctor,Very High,Excellent,Good,46564.864922830806
E00405,2020-09-23,,Marketing,Finance Director,Contractor,Female,60+,Master,Very High,Low,Better,108000.0
E01620,2022-11-30,,Marketing,IT Analyst,Full-time,Male,20-30,Below College,High,Outstanding,Best,97000.0
E202500271,2025-10-26,,Marketing,HR Specialist,Full-time,Female,60+,Doctor,Very High,Excellent,Good,77469.72256721371
E202500172,2025-03-19,,Marketing,Sales Executive,Contractor,Male,30-40,Bachelor,High,Outstanding,Better,88891.24145530512
E00867,2021-07-22,2023-01-07,Marketing,Manager,Full-time,Female,20-30,Master,Low,Outstanding,Better,92000.0
E00801,2021-09-29,,Marketing,HR Specialist,Full-time,Male,40-50,Doctor,Very High,Outstanding,Better,90000.0
E00829,2021-05-18,,Marketing,HR Specialist,Full-time,Male,50-60,Doctor,Medium,Outstanding,Better,90000.0
E202500084,2025-03-25,,Marketing,HR Specialist,Contractor,Female,60+,Doctor,Medium,Good,Good,106529.99087873148
E04828,2024-01-29,,Marketing,HR Specialist,Full-time,Female,30-40,Bachelor,High,Low,Bad,78000.0
E00911,2021-04-21,,Marketing,Sales Executive,Contractor,Male,30-40,College,Low,Excellent,Good,107000.0
E00001,2020-01-13,,Marketing,HR Specialist,Contractor,Female,60+,Doctor,Low,Outstanding,Bad,61000.0
E00161,2020-11-10,,Marketing,HR Specialist,Contractor,Female,20-30,Doctor,High,Low,Bad,78000.0
E01156,2021-08-28,,Marketing,Finance Director,Full-time,Male,30-40,Master,Very High,Good,Good,110000.0
E01284,2021-10-12,2024-06-07,Marketing,Finance Director,Full-time,Female,40-50,College,Medium,Outstanding,Good,94000.0
E03967,2024-02-19,2025-05-27,Marketing,IT Analyst,Full-time,Female,Below 20,Doctor,Very High,Excellent,Good,87000.0
E04531,2024-08-24,,Marketing,IT Analyst,Full-time,Female,Below 20,Master,Medium,Excellent,Better,79000.0
E01429,2022-08-19,2024-05-04,Marketing,Manager,Full-time,Male,20-30,Master,Medium,Outstanding,Better,100000.0
E02321,2022-01-27,2023-04-16,Marketing,Research Scientist,Full-time,Male,Below 20,Doctor,Medium,Excellent,Bad,54000.0
E00668,2021-05-16,,Marketing,HR Specialist,Contractor,Female,20-30,Below College,High,Low,Best,105000.0
E202500092,2025-08-02,,Marketing,Sales Executive,Full-time,Female,Below 20,Bachelor,Very High,Good,Better,86473.36150238008
E00249,2020-04-15,,Marketing,Research Scientist,Full-time,Other,50-60,College,Medium,Excellent,Good,97000.0
E00736,2021-05-03,2025-07-30,Marketing,IT Analyst,Full-time,Male,20-30,Master,Medium,Low,Good,95000.0
E00781,2021-02-03,2025-10-27,Marketing,HR Specialist,Contractor,Male,60+,Bachelor,Medium,Good,Bad,50000.0
E01341,2021-03-30,2023-01-15,Marketing,HR Specialist,Full-time,Female,20-30,Master,High,Good,Best,87000.0
E202500044,2025-10-03,,Marketing,Finance Director,Contractor,Female,60+,Bachelor,Very High,Low,Good,43545.204408877966
E00465,2020-09-25,2021-04-19,Marketing,Manager,Full-time,Other,60+,Doctor,Low,Low,Best,62000.0
E04785,2024-06-07,,Marketing,HR Specialist,Full-time,Female,60+,Doctor,Very High,Excellent,Good,75000.0
E04360,2024-05-29,,Marketing,Research Scientist,Full-time,Female,Below 20,Below College,High,Low,Better,90000.0
E01957,2022-05-26,2025-07-12,Marketing,Research Scientist,Full-time,Male,30-40,Below College,Low,Low,Better,86000.0
E02687,2023-03-04,,Marketing,Research Scientist,Contractor,Female,60+,Doctor,Very High,Low,Best,96000.0
E04196,2024-07-13,2025-12-10,Marketing,HR Specialist,Contractor,Female,20-30,Below College,High,Outstanding,Best,86000.0
E04795,2024-01-22,,Marketing,Sales Executive,Full-time,Female,50-60,College,Low,Low,Best,68000.0
E02223,2022-04-09,2023-05-30,Marketing,Research Scientist,Full-time,Female,Below 20,Bachelor,Medium,Good,Good,69000.0
E02782,2023-09-07,,Marketing,Research Scientist,Contractor,Male,30-40,Master,Low,Low,Better,109000.0
E01135,2021-02-16,,Marketing,Finance Director,Contractor,Male,50-60,College,Low,Good,Better,93000.0
E03727,2024-07-19,,Marketing,HR Specialist,Contractor,Female,30-40,Below College,Very High,Good,Best,98000.0
E02036,2022-08-16,2025-08-24,Marketing,Finance Director,Full-time,Female,20-30,Bachelor,High,Excellent,Best,95000.0
E03316,2023-10-04,,Marketing,IT Analyst,Contractor,Male,30-40,Master,Very High,Good,Better,87000.0
E01886,2022-04-15,,Marketing,Sales Executive,Full-time,Female,40-50,College,Low,Excellent,Bad,102000.0
E02861,2023-01-12,,Marketing,Sales Executive,Contractor,Male,50-60,Below College,High,Good,Good,51000.0
E01001,2021-09-03,,Marketing,Finance Director,Full-time,Female,50-60,Bachelor,Very High,Excellent,Better,88000.0
E01072,2021-01-18,,Marketing,Manager,Contractor,Female,60+,College,High,Low,Bad,87000.0
E01497,2022-01-21,,Marketing,HR Specialist,Full-time,Male,20-30,Below College,Low,Outstanding,Best,99000.0
E00967,2021-02-11,,Marketing,IT Analyst,Contractor,Male,60+,Master,Very High,Outstanding,Bad,47000.0
E202500266,2025-12-04,,Marketing,Sales Executive,Full-time,Female,30-40,Doctor,High,Outstanding,Better,101718.46865872823
E202500171,2025-04-26,,Marketing,Finance Director,Full-time,Female,60+,College,High,Good,Bad,77895.34348230105
E02832,2023-09-19,2025-07-16,Marketing,HR Specialist,Full-time,Male,40-50,College,High,Low,Bad,71000.0
E00826,2021-09-19,2022-06-08,Marketing,Finance Director,Contractor,Male,Below 20,Bachelor,Medium,Excellent,Better,88000.0
E00862,2021-01-05,2025-08-16,Marketing,Manager,Full-time,Female,30-40,Bachelor,High,Excellent,Bad,96000.0
E04400,2024-04-16,,Marketing,Finance Director,Contractor,Female,20-30,Below College,Medium,Good,Better,54000.0
E03355,2023-02-28,,Marketing,Sales Executive,Full-time,Female,Below 20,Bachelor,Very High,Good,Better,86000.0
E00914,2021-12-26,,Marketing,Finance Director,Contractor,Female,Below 20,Below College,Low,Outstanding,Bad,105000.0
E04004,2024-05-04,,Marketing,IT Analyst,Contractor,Female,60+,Bachelor,Medium,Excellent,Better,103000.0
E02055,2022-08-03,,Marketing,HR Specialist,Contractor,Male,40-50,Below College,Very High,Low,Best,108000.0
E01820,2022-11-01,,Marketing,Sales Executive,Contractor,Female,60+,Bachelor,Medium,Low,Bad,63000.0
E03616,2024-05-28,,Marketing,Research Scientist,Contractor,Female,60+,Below College,Low,Excellent,Best,66000.0
E01520,2022-06-02,,Marketing,Sales Executive,Contractor,Male,60+,Below College,High,Excellent,Best,67000.0
E02034,2022-01-24,,Marketing,Finance Director,Full-time,Other,30-40,College,Low,Outstanding,Bad,102000.0
E03667,2024-08-29,,Marketing,Research Scientist,Contractor,Male,50-60,Master,Medium,Good,Bad,104000.0
E00853,2021-06-05,2023-08-18,Marketing,IT Analyst,Full-time,Female,20-30,College,Low,Good,Bad,63000.0
E04719,2024-09-16,,Marketing,Research Scientist,Contractor,Female,50-60,Doctor,Very High,Good,Bad,97000.0
E00192,2020-03-17,2022-11-06,Marketing,HR Specialist,Full-time,Male,Below 20,Doctor,Very High,Low,Best,53000.0
E04129,2024-02-10,,Marketing,Research Scientist,Contractor,Female,30-40,Doctor,Low,Excellent,Bad,64000.0
E04110,2024-01-17,,Marketing,Research Scientist,Full-time,Male,20-30,College,Low,Low,Best,97000.0
E00253,2020-02-17,,Marketing,Sales Executive,Full-time,Male,Below 20,Doctor,Very High,Good,Best,75000.0
E04992,2024-08-20,,Marketing,IT Analyst,Full-time,Male,20-30,Master,Low,Good,Best,78000.0
E03459,2023-03-30,,Marketing,Finance Director,Contractor,Male,40-50,College,Medium,Excellent,Better,84000.0
E00683,2021-06-21,2025-10-03,Marketing,HR Specialist,Full-time,Female,40-50,Below College,Medium,Outstanding,Good,53000.0
E02299,2022-09-02,,Marketing,HR Specialist,Contractor,Female,20-30,Bachelor,Very High,Low,Good,58000.0
E04262,2024-01-18,2024-08-17,Marketing,Manager,Contractor,Male,60+,Master,Very High,Good,Good,48000.0
E03452,2023-06-30,,Marketing,Research Scientist,Full-time,Male,20-30,Doctor,High,Low,Bad,69000.0
E03656,2024-11-24,,Marketing,Finance Director,Full-time,Female,30-40,Doctor,Very High,Outstanding,Better,56000.0
E01354,2021-02-03,,Marketing,Manager,Full-time,Male,30-40,Master,Low,Outstanding,Best,97000.0
E04565,2024-09-12,,Research & Development,Manager,Full-time,Female,20-30,Master,Medium,Excellent,Best,79000.0
E03812,2024-03-03,2025-09-26,Research & Development,Finance Director,Contractor,Female,30-40,College,Very High,Low,Best,91000.0
E00742,2021-06-17,2023-03-12,Research & Development,Research Scientist,Full-time,Female,20-30,Below College,Very High,Low,Better,122000.0
E01443,2022-04-26,,Research & Development,Sales Executive,Contractor,Male,30-40,College,Very High,Good,Bad,67000.0
E02574,2023-06-12,,Research & Development,Finance Director,Contractor,Male,60+,Doctor,High,Low,Better,125000.0
E202500024,2025-11-13,,Research & Development,Finance Director,Full-time,Male,30-40,Doctor,High,Outstanding,Better,118611.92070643976
E04536,2024-01-01,,Research & Development,Sales Executive,Full-time,Male,Below 20,Doctor,High,Low,Best,91000.0
E01828,2022-12-25,,Research & Development,Finance Director,Contractor,Other,40-50,College,Medium,Low,Bad,97000.0
E04550,2024-08-04,2025-04-25,Research & Development,Finance Director,Contractor,Male,30-40,College,Very High,Good,Best,108000.0
E202500208,2025-01-27,,Research & Development,Finance Director,Full-time,Male,30-40,Doctor,Very High,Outstanding,Good,108233.5198525258
E03678,2024-09-30,,Research & Development,Research Scientist,Full-time,Female,Below 20,Bachelor,Very High,Excellent,Better,101000.0
E02140,2022-06-02,2025-12-31,Research & Development,Manager,Full-time,Male,Below 20,Master,Very High,Excellent,Better,74000.0
E03981,2024-02-23,2025-04-21,Research & Development,Manager,Full-time,Male,Below 20,Doctor,Very High,Low,Best,129000.0
E02444,2023-06-06,,Research & Development,Research Scientist,Full-time,Male,20-30,College,Low,Good,Bad,116000.0
E04781,2024-02-11,2025-11-28,Research & Development,HR Specialist,Full-time,Female,40-50,Bachelor,High,Outstanding,Best,66000.0
E01357,2021-03-23,2021-09-01,Research & Development,Research Scientist,Full-time,Male,40-50,Bachelor,High,Good,Best,81000.0
E03004,2023-07-05,,Research & Development,Research Scientist,Full-time,Male,20-30,Doctor,Very High,Outstanding,Bad,123000.0
E03064,2023-01-17,,Research & Development,Finance Director,Full-time,Male,30-40,Doctor,High,Outstanding,Better,124000.0
E02051,2022-03-28,,Research & Development,Research Scientist,Full-time,Female,40-50,Below College,High,Excellent,Bad,110000.0
E02184,2022-06-12,,Research & Development,IT Analyst,Contractor,Female,60+,Below College,Very High,Good,Good,124000.0
E02636,2023-10-18,,Research & Development,Manager,Full-time,Male,40-50,Bachelor,Very High,Outstanding,Better,104000.0
E04308,2024-11-30,2025-11-04,Research & Development,Finance Director,Contractor,Male,60+,Below College,Very High,Good,Better,82000.0
E202500220,2025-04-27,,Research & Development,Finance Director,Full-time,Male,50-60,Bachelor,Low,Good,Better,77135.47259037124
E04015,2024-07-18,,Research & Development,Finance Director,Contractor,Male,60+,College,Very High,Good,Better,84000.0
E202500325,2025-11-28,,Research & Development,Manager,Full-time,Female,60+,Bachelor,Very High,Low,Bad,90116.43929585678
E00850,2021-08-08,2022-05-06,Research & Development,Research Scientist,Contractor,Male,20-30,Doctor,Medium,Good,Bad,111000.0
E202500100,2025-05-24,,Research & Development,Sales Executive,Full-time,Female,30-40,Master,Very High,Good,Best,81027.23061142553
E02933,2023-11-19,,Research & Development,Research Scientist,Full-time,Female,50-60,Doctor,High,Good,Good,78000.0
E202500387,2025-06-13,,Research & Development,IT Analyst,Full-time,Female,40-50,College,Low,Outstanding,Good,76914.34922166207
E02858,2023-06-13,2024-10-03,Research & Development,Sales Executive,Contractor,Female,40-50,Master,High,Outstanding,Better,68000.0
E01982,2022-09-01,,Research & Development,Sales Executive,Contractor,Male,30-40,Doctor,Very High,Good,Better,91000.0
E04899,2024-03-05,,Research & Development,Manager,Contractor,Female,40-50,College,Medium,Outstanding,Better,104000.0
E04048,2024-09-20,2025-02-09,Research & Development,HR Specialist,Full-time,Male,30-40,Master,Very High,Good,Bad,83000.0
E01963,2022-03-11,2024-07-27,Research & Development,HR Specialist,Contractor,Male,40-50,Doctor,Low,Outstanding,Best,128000.0
E00845,2021-01-03,,Research & Development,HR Specialist,Contractor,Female,20-30,College,Low,Good,Best,122000.0
E03384,2023-05-11,,Research & Development,HR Specialist,Full-time,Female,20-30,Master,Medium,Outstanding,Better,129000.0
E04203,2024-09-24,,Research & Development,Sales Executive,Contractor,Female,50-60,College,Low,Outstanding,Better,104000.0
E00626,2021-08-28,,Research & Development,Research Scientist,Full-time,Female,50-60,Below College,Medium,Excellent,Best,106000.0
E01956,2022-02-23,,Research & Development,HR Specialist,Full-time,Male,60+,Doctor,Low,Excellent,Bad,114000.0
E04369,2024-02-04,,Research & Development,Finance Director,Contractor,Female,40-50,College,Low,Outstanding,Good,124000.0
E00227,2020-09-10,,Research & Development,Finance Director,Contractor,Other,30-40,Below College,Very High,Excellent,Best,78000.0
E00416,2020-03-06,2022-09-18,Research & Development,Research Scientist,Contractor,Female,50-60,College,Very High,Good,Best,96000.0
E202500265,2025-10-30,,Research & Development,Research Scientist,Full-time,Other,60+,Below College,Very High,Excellent,Bad,120436.665664083
E02160,2022-04-19,2025-11-23,Research & Development,Research Scientist,Full-time,Male,60+,Below College,Very High,Outstanding,Best,103000.0
E01825,2022-04-15,,Research & Development,Sales Executive,Contractor,Male,50-60,College,Low,Outstanding,Better,91000.0
E00184,2020-04-05,,Research & Development,IT Analyst,Contractor,Male,Below 20,College,Low,Excellent,Good,128000.0
E02430,2023-09-03,,Research & Development,Research Scientist,Full-time,Male,50-60,Master,High,Outstanding,Bad,94000.0
E202500310,2025-03-10,,Research & Development,Manager,Full-time,Male,60+,Below College,High,Excellent,Best,120814.66828294216
E03828,2024-03-23,,Research & Development,HR Specialist,Contractor,Male,40-50,Master,High,Outstanding,Bad,113000.0
E04864,2024-10-15,2025-11-13,Research & Development,IT Analyst,Full-time,Female,Below 20,Doctor,Very High,Good,Better,71000.0
E04085,2024-09-21,,Research & Development,HR Specialist,Contractor,Female,50-60,Below College,High,Excellent,Bad,124000.0
E02037,2022-04-11,2025-06-22,Research & Development,IT Analyst,Full-time,Female,50-60,Below College,Medium,Excellent,Good,90000.0
